,book title,ratings,avg_score,author,score,votes
4125,"Front Row Center (Forbidden Series, #1)",32,4.66,Cynthia B. Ainsworthe,"84,",1
4126,"#Hater (Hashtag, #2)","10,356",4.22,Cambria Hebert,"84,",1
4127,"Personal Geography (After Hours, #1)",739,3.89,Tamsen Parker,"84,",1
4128,Pierced (Lucian & Lia #1),"12,968",4.08,Sydney Landon,"84,",1
4129,Raincheck,494,4.17,Marlo Lanz,"84,",1
4130,If I Fix You,"4,129",3.68,Abigail   Johnson,"84,",1
4131,"Manners & Mutiny (Finishing School, #4)","17,209",4.24,Gail Carriger,"84,",1
4132,The Best Kind of Beautiful,"1,471",3.65,Frances Whiting,"84,",1
4133,Touch Me with Fire,534,3.73,Nicole Jordan,"84,",1
4134,"Blackwing Defender (Kane's Mountains, #1)","5,017",4.36,T.S. Joyce,"84,",1
4135,The Arc,"4,550",3.53,Tory Henwood Hoen,"84,",1
4136,Forbidden Choices: Choose Your Fantasy,28,3.82,Samantha Jenson,"84,",1
4137,"All That It Takes (McKenzie Family Romance, #2)","2,283",4.44,Nicole Deese,"84,",1
4138,Finding North,"1,295",3.90,Carmen Jenner,"84,",1
4139,"The King's Horrible Bride (Royal Wedding, #2)","2,747",3.97,Kati Wilde,"84,",1
4140,"The Queen of Nothing (The Folk of the Air, #3)","975,537",4.33,Holly Black,"84,",1
4141,Lost to the Night (The Brotherhood Series #1),"1,480",3.86,Adele Clee,"84,",1
4142,"Four Psychos (The Dark Side, #1)","47,814",4.08,Kristy Cunning,"84,",1
4143,Last Call,204,3.57,Jennifer  Schmidt,"83,",1
4144,The Twin's Daughter,"2,235",3.68,Lauren Baratz-Logsted,"83,",1
4145,"About a Dragon (Dragon Kin, #2)","17,648",4.19,G.A. Aiken,"83,",2
4146,Fue un beso tonto,"3,822",3.93,Megan Maxwell,"83,",1
4147,Educating Emily,62,3.61,Beverly Havlir,"83,",1
4148,"Double Play (Pacific Heat, #1)","8,158",3.98,Jill Shalvis,"83,",1
4149,Once an Outlaw,228,3.97,Jill Gregory,"83,",1
4150,"Caught Up in Us (Caught Up in Love, #1)","12,145",3.69,Lauren Blakely,"83,",1
4151,Snowed In,"5,461",3.73,Rachel Hawthorne,"83,",1
4152,Against the Tide,"9,003",3.98,Elizabeth Camden,"83,",1
4153,A Viking's Love (Viking Horde #1),269,3.74,Karolyn Cairns,"83,",1
4154,"Emma and the Outlaw (Orphan Train, #2)","1,702",4.15,Linda Lael Miller,"83,",1
4155,HIS: Manlove Edition,33,3.24,Marie Medina,"83,",1
4156,The Diary of a Goose Girl,83,3.37,Kate Douglas Wiggin,"83,",1
4157,"Chase (Resisting Love, #1)","7,371",3.89,Chantal Fernando,"83,",1
4158,Alias Hook,"2,690",3.60,Lisa Jensen,"83,",1
4159,Sweet Nothing,"6,082",3.89,Jamie McGuire,"83,",1
4160,"Wrecked (Iron Seas, #3.4)","1,257",3.97,Meljean Brook,"83,",1
4161,Broken Vows,85,3.73,Shirl Henke,"83,",1
4162,"The Shadow Queen (Ravenspire, #1)","21,885",3.74,C.J. Redwine,"83,",2
4163,"Children of Vice (Children of Vice, #1)","4,816",4.19,J.J. McAvoy,"83,",1
4164,"Dukes Prefer Blondes (The Dressmakers, #4)","6,661",3.85,Loretta Chase,"83,",1
4165,Secrets At Maple Syrup Farm,"1,890",3.95,Rebecca Raisin,"83,",1
4166,"Touch Me Not (Manwhore, #1)","8,558",4.08,Apryl Baker,"83,",1
4167,"Entrance (Thornhill Trilogy, #1)","1,180",4.08,J.J. Sorel,"83,",1
4168,When Dawn Breaks,391,4.29,Melissa Toppen,"83,",1
4169,"Mask of Shadows (Mask of Shadows, #1)","5,876",3.67,Linsey Miller,"83,",1
4170,Wilde Forever (Wilde Women #1),635,4.28,Suzanne Halliday,"83,",1
4171,"How To Love A Duke in Ten Days (Devil You Know, #1)","8,558",4.12,Kerrigan Byrne,"83,",1
4172,The Warrior,"1,395",3.79,Nicole Jordan,"83,",1
4173,"After the Blitz (The Inman Brothers, #1)",202,4.32,Savannah Adams,"83,",1
4174,Falling Stars,11,4.36,Kimberly    Dean,"83,",1
4175,Den of Vipers,"232,086",3.66,K.A. Knight,"83,",1
4176,Tolv veckor med dig,545,3.59,Johanna Schreiber,"83,",1
4177,"A Reaper at the Gates (An Ember in the Ashes, #3)","121,449",4.13,Sabaa Tahir,"83,",1
4178,Wanderlust,"8,651",3.55,Skye Warren,"83,",1
4179,"The Invitation (includes Montgomery/Taggert, #19)","3,796",3.90,Jude Deveraux,"83,",1
4180,"The Tyrant Alpha's Rejected Mate (Five Packs, #1)","30,037",3.78,Cate C. Wells,"83,",1
4181,Stranger in the Night,125,3.26,Charlotte Lamb,"83,",1
4182,"The Last Arrow (Robin Hood, #3)","1,096",4.34,Marsha Canham,"82,",1
4183,"Twice Tempted by a Rogue  (Stud Club, #2)","8,016",3.64,Tessa Dare,"82,",2
4184,"In Heat (In Heat, #1)",945,3.72,Felicity Heaton,"82,",1
4185,Ex-mas,"3,508",3.61,Kate Brian,"82,",1
4186,"The Heir (Reid Family, #1)","9,379",3.83,Johanna Lindsey,"82,",2
4187,Te lo dije,"5,030",3.92,Megan Maxwell,"82,",1
4188,"Fearless (Long, Tall Texans, #34)",avg,really,Diana Palmer,"82,",1
4189,The Tokaido Road: A Novel of Feudal Japan,"1,198",4.13,Lucia St. Clair Robson,"82,",1
4190,"Acquiring Trouble (Bluegrass Brothers, #3)","5,212",4.44,Kathleen Brooks,"82,",1
4191,Academy 7,"6,591",3.80,Anne Osterlund,"82,",1
4192,"The Other Brother (Calendar Men, #6)",54,3.69,Lucy Felthouse,"82,",1
4193,Le braci,avg,really,Sándor Márai,"82,",1
4194,Jerry Junior,383,3.31,Jean Webster,"82,",1
4195,"Beautiful Secret (Beautiful Bastard, #4)",avg,really,Christina Lauren,"82,",1
4196,"Hiding in the Shadows (Bishop/Special Crimes Unit, #2; Shadows, #2)","8,454",4.12,Kay Hooper,"82,",1
4197,The Summer Remains (The Summer Remains #1),"2,617",4.10,Seth King,"82,",1
4198,Lingus,"31,191",3.77,Mariana Zapata,"82,",1
4199,Slip of Fate (Werelock Evolution #1),"1,587",3.94,Hettie Ivers,"82,",1
4200,"Here There Be Monsters (Iron Seas, #0.5)","2,161",4.17,Meljean Brook,"82,",1
4201,Art & Soul,"8,945",4.24,Brittainy C. Cherry,"82,",1
4202,"A Wedding in Cornwall (A Wedding in Cornwall, #1)","2,766",3.71,Laura    Briggs,"82,",1
4203,"On Every Street (The Artists Trilogy, #0.5)","11,253",4.25,Karina Halle,"82,",1
4204,"Remember? (Forbidden Series, #2)",6,4.17,Cynthia B. Ainsworthe,"82,",1
4205,"The Devil Wears Prada (The Devil Wears Prada, #1)","937,713",3.82,Lauren Weisberger,"82,",1
4206,Nectar (Nectar #1),"3,284",3.64,D.D. Prince,"82,",1
4207,"In Your Dreams (Falling, #4)","1,086",4.05,Ginger Scott,"82,",1
4208,Where the Night Ends,765,4.15,Melissa Toppen,"82,",1
4209,Toil & Trouble: 15 Tales of Women & Witchcraft,"4,929",3.66,Jessica Spotswood,"82,",1
4210,"Worth Any Price (Bow Street Runners, #3)","23,615",4.02,Lisa Kleypas,"82,",1
4211,The Savage: A Rouge Historical Romance,745,4.01,Nicole Jordan,"82,",1
4212,"Black Obsidian (Obsidian, #1)","11,813",3.82,Victoria Quinn,"82,",1
4213,"After the Sack (The Inman Brothers, #3)",58,4.59,Savannah Adams,"82,",1
4214,When You Get the Chance,"12,081",3.86,Emma Lord,"82,",1
4215,The Secret of Happy Ever After,"5,198",3.95,Lucy Dillon,"82,",1
4216,"Cherished (Brides of the Ovedani, #3)",3,4.67,Tianna Xander,"82,",1
4217,Whoa! I Married a Mountain Man! (Wedded Curves #1),"1,490",3.92,Megan Wade,"82,",1
4218,Safe Harbour: A Novel,"23,864",4.09,Danielle Steel,"82,",1
4219,"The Destruction of Sevyn (The Vengeance of Luther, #1)",283,4.16,Ember Michaels,"82,",1
4220,"Charming the Shrew (The Legacy of MacLeod, #1)","2,871",3.78,Laurin Wittig,"81,",1
4221,Stealing Heaven,"9,158",3.71,Elizabeth Scott,"81,",1
4222,"What a Dragon Should Know (Dragon Kin, #3)","16,300",4.32,G.A. Aiken,"81,",2
4223,To the Ends of the Earth,"2,499",3.78,Elizabeth Lowell,"81,",1
4224,Los príncipes azules también destiñen,"3,949",3.74,Megan Maxwell,"81,",1
4225,Cleopatra's Daughter,"30,905",4.12,Michelle    Moran,"81,",1
4226,Morning Light (Kendrick/Coulter/Harrigan #8),"3,860",4.07,Catherine Anderson,"81,",1
4227,"Unravel Me (Unravel Me, #1)","12,332",3.80,Kendall Ryan,"81,",1
4228,"Saved by the Rancher (The Hunted, #1)","3,020",4.07,Jennifer Ryan,"81,",1
4229,The Bride Collector,"12,845",3.85,Ted Dekker,"81,",1
4230,The Forgotten Garden,"239,395",4.16,Kate Morton,"81,",1
4231,"Until November (Until, #1)","54,522",4.08,Aurora Rose Reynolds,"81,",1
4232,Nike's Wings,125,4.22,Valerie Douglas,"81,",1
4233,"Talania: A Trip down Memory Lane (Lost Love, #1)",998,3.99,Crystal Spears,"81,",1
4234,"Wide Open (Wide Awake, #2)",968,4.17,Shelly Crane,"81,",1
4235,"Getting Lucky (Lucky, #3)","2,030",4.21,Carolyn Brown,"81,",1
4236,"Tripping Me Up (Unexpected Love, #1)","2,050",3.60,Amber Garza,"81,",1
4237,"The Search (Eve Duncan, #3)","17,427",4.17,Iris Johansen,"81,",1
4238,Invincible Summer,196,4.43,Seth King,"81,",1
4239,"To Whisper Her Name (Belle Meade Plantation, #1)","7,590",4.28,Tamera Alexander,"81,",1
4240,"The Truth About Tequila: Believe in Me (Surviving Absolution, #4)",78,4.40,Nikki Belaire,"81,",1
4241,"Tethered (Iron Seas, #2.5)","1,558",4.21,Meljean Brook,"81,",1
4242,Suzanne's Diary for Nicholas,"155,257",4.17,James  Patterson,"81,",1
4243,"Ill Wind (Weather Warden, #1)","19,222",3.74,Rachel Caine,"81,",1
4244,"The Mad Earl's Bride (Scoundrels, #3.5)","3,339",3.82,Loretta Chase,"81,",1
4245,"The Little Cottage On Lovelace Lane (Lovelace Lane, #1)",795,4.23,Alice Ross,"81,",1
4246,"Forbidden Footsteps (Forbidden Series, #3)",10,4.60,Cynthia B. Ainsworthe,"81,",1
4247,"The Mafia and His Angel: Part 1 (Tainted Hearts, #1)","15,924",4.01,Lylah James,"81,",1
4248,"Shuffle, Repeat","8,897",3.75,Jen  Klein,"81,",1
4249,The British Affair (The Affair #3),158,4.43,Suzanne Halliday,"81,",1
4250,"The Making of a Highlander (Midnight in Scotland, #1)","4,196",4.23,Elisa Braden,"81,",1
4251,Boss Man,"2,054",4.31,Victoria Quinn,"81,",1
4252,Love Comes for the Rock Star (Love Stories from Magnolia Grove #3),100,4.50,Savannah Adams,"81,",1
4253,All die Finsternis inmitten der Sterne,"211,787",3.97,Bryn Greenwood,"81,",1
4254,Seducing the Bride (Brides of Mayfair Series Book 1),"1,342",3.89,Michelle McMaster,"81,",1
4255,Full Flight,"1,464",3.93,Ashley Schumacher,"81,",1
4256,Whitethorn Woods,"17,418",3.67,Maeve Binchy,"81,",1
4257,"Realm of Ash (The Books of Ambha, #2)","4,424",3.98,Tasha Suri,"81,",1
4258,Trade Wind,"3,170",3.99,M.M. Kaye,"81,",1
4259,"Under One Roof (The STEMinist Novellas, #1)","211,513",3.64,Ali Hazelwood,"81,",1
4260,Marshmallow (Sweet Curves #1),"3,558",3.83,Megan Wade,"81,",1
4261,Does It Hurt?,"267,259",3.89,H.D. Carlton,"81,",1
4262,H.R.H.: A Novel,"8,543",3.76,Danielle Steel,"81,",1
4263,The Love Proposal,"2,147",3.88,Camilla Isley,"81,",1
4264,"The Freedom in Captivity (Fractured Ever Afters, #4)",125,4.02,M.L. Philpitt,"81,",1
4265,The Substitute Wife,924,3.43,Dallas Schulze,"80,",1
4266,In the Shadow of Midnight,938,4.26,Marsha Canham,"80,",1
4267,Perfect Weapon,307,3.84,Amy J. Fetzer,"80,",2
4268,"Midnight Rainbow (Rescues, #1)","6,370",3.96,Linda Howard,"80,",1
4269,Keep Holding On,"12,501",3.84,Susane Colasanti,"80,",1
4270,"Retribution (Dark-Hunter, #16; Were-Hunter, #8)","22,324",4.12,Sherrilyn Kenyon,"80,",2
4271,"Deseo concedido (Las guerreras Maxwell, #1)",avg,really,Megan Maxwell,"80,",1
4272,"Night Watch (Tall, Dark & Dangerous, #11)","3,743",4.03,Suzanne Brockmann,"80,",1
4273,Fallen from Grace,"2,954",3.79,Laura Leone,"80,",1
4274,"Make Me Yours (Unravel Me, #2)","8,336",4.02,Kendall Ryan,"80,",1
4275,The shadow of the sun,9,3.44,Sylvia Pell,"80,",1
4276,"Worth the Weight (The Worth, #1)","8,425",3.67,Mara Jacobs,"80,",1
4277,"Share Me (One Night with Sole Regret, #0.5)","6,105",3.71,Olivia Cunning,"80,",1
4278,"Bittersweet (California Historical Series, #2)","2,864",3.96,Cathy Marie Hake,"80,",1
4279,Il postino di Neruda,"19,744",3.65,Antonio Skármeta,"80,",1
4280,"Shades of Honor (Grayson Brothers, #1)","3,263",3.96,Wendy Lindstrom,"80,",1
4281,La prochaine fois,"6,655",3.77,Marc Levy,"80,",1
4282,Rose in Bloom (Eight Cousins #2),"24,225",4.05,Louisa May Alcott,"80,",1
4283,"Devour (Devoured, #1)","7,745",3.77,Shelly Crane,"80,",1
4284,"One Lucky Cowboy (Lucky, #2)","2,419",4.17,Carolyn Brown,"80,",1
4285,"Roommates (Puck Buddies, #2)","7,513",3.77,Tara Brown,"80,",1
4286,"Porn Star (P*rn Star, #1)","8,408",3.78,Laurelin Paige,"80,",1
4287,"The Truth About Tequila (Surviving Absolution, #3)",92,4.30,Nikki Belaire,"80,",1
4288,"The Secrets of Sir Richard Kenworthy (Smythe-Smith Quartet, #4)","31,499",3.68,Julia Quinn,"80,",1
4289,"One Winter with a Baron (The Heart of a Duke, #12)","1,271",4.06,Christi Caldwell,"80,",1
4290,"The Big House on Lovelace Lane (Lovelace Lane, #2)",586,4.32,Alice Ross,"80,",1
4291,Falling for the Ghost of You,"14,117",3.92,Nicole Christie,"80,",1
4292,"Queen Takes Knights (Their Vampire Queen, #1)","14,007",3.78,Joely Sue Burkhart,"80,",1
4293,Boss Lady,"2,928",4.10,Victoria Quinn,"80,",1
4294,Love Comes for the Cowboy (Love Stories from Magnolia Grove #4),155,4.51,Savannah Adams,"80,",1
4295,Harvestine: Sieben Jahre und vier Sommer,155,4.12,Clannon Miller,"80,",1
4296,Den vita frun,100,3.20,Frida Skybäck,"80,",1
4297,The Heart Principle,"129,546",3.92,Helen  Hoang,"80,",1
4298,"You Had Me at Hola (Primas of Power, #1)","42,947",3.67,Alexis Daria,"80,",1
4299,Heart Bones,"679,937",4.20,Colleen Hoover,"80,",1
4300,Coming Out: A Novel,"8,157",3.63,Danielle Steel,"80,",1
4301,"Hitting the Wall (Stonecut County, #1)","6,725",3.90,Cate C. Wells,"80,",1
4302,"Night Storm (Night Trilogy, #3)","2,398",3.91,Catherine Coulter,"79,",2
4303,Finders Keepers,"3,262",3.93,Linnea Sinclair,"79,",2
4304,A Little Less Girl,"2,346",3.80,Tess Oliver,"79,",1
4305,"White Lies (Rescues, #4)","7,049",3.99,Linda Howard,"79,",1
4306,"Sins of the Night (Dark-Hunter, #7)","38,032",4.17,Sherrilyn Kenyon,"79,",2
4307,"Fairest of Them All (Once Upon a Time, #4)","2,738",3.82,Teresa Medeiros,"79,",1
4308,"Last Dragon Standing (Dragon Kin, #4)","11,978",4.23,G.A. Aiken,"79,",2
4309,"Thomas & January (Sleepless, #2)","4,095",4.01,Fisher Amelie,"79,",1
4310,"Outsider (Outsider, #1)","2,651",3.83,Micalea Smeltzer,"79,",1
4311,"Avoiding Intimacy (Avoiding, #2.5)","5,691",3.72,K.A. Linde,"79,",1
4312,"The Kentuckians (Kentuckians, #1)",262,4.15,Janice Holt Giles,"79,",1
4313,"Worth the Drive (The Worth, #2)","2,296",3.90,Mara Jacobs,"79,",1
4314,"Touch Me (One Night with Sole Regret, #4)","9,728",4.11,Olivia Cunning,"79,",1
4315,The Distant Hours,"85,025",3.89,Kate Morton,"79,",1
4316,Chasing Charlie,avg,really,C.M. Newman,"79,",1
4317,Où es-tu ?,"8,279",3.64,Marc Levy,"79,",1
4318,"Lucky in Love (Lucky, #1)","3,640",4.01,Carolyn Brown,"79,",1
4319,Siyah Damar,"26,195",4.08,Tarryn Fisher,"79,",1
4320,The Wrecked and Ruined Series Box Set (Wrecked and Ruined #1-3),"1,004",4.47,Aly Martinez,"79,",1
4321,Night Prince,16,3.25,Muriel Jensen,"79,",1
4322,"Riveted (Iron Seas, #3)","4,530",3.96,Meljean Brook,"79,",1
4323,Hidden Fires,"5,081",3.94,Laura  Jordan,"79,",1
4324,"Marrying Winterborne (The Ravenels, #2)","46,954",4.12,Lisa Kleypas,"79,",1
4325,Dangerous Reach,5,4.80,Cynthia B. Ainsworthe,"79,",1
4326,Out of Nowhere,276,3.78,Rebecca Phillips,"79,",1
4327,A Right to Remain,190,4.16,Beth Rinyu,"79,",1
4328,Unexpected Second Chance,159,4.33,Suzanne Halliday,"79,",1
4329,Boss Romance,"1,484",4.39,Victoria Quinn,"79,",1
4330,Love Comes for the Army Ranger (Love Stories from Magnolia Grove #2),218,4.40,Savannah Adams,"79,",1
4331,Pygmalion - perfekt unverliebt: Doc H Cover Sonderedition,11,4.82,Clannon Miller,"79,",1
4332,"Girls Before Earls (Rogues to Lovers, #1)","1,028",3.69,Anna  Bennett,"79,",1
4333,The Brightest Star in the Sky,"29,157",3.69,Marian Keyes,"79,",1
4334,Instructions for Dancing,"56,898",3.95,Nicola Yoon,"79,",1
4335,Regretting You,"946,710",4.10,Colleen Hoover,"79,",1
4336,Fine Things,"16,328",4.04,Danielle Steel,"79,",1
4337,Going Nowhere Fast,"4,477",3.92,Kati Wilde,"79,",1
4338,"Surrender of a Siren (The Wanton Dairymaid Trilogy, #2)","6,706",3.73,Tessa Dare,"78,",2
4339,Girl at Sea,"8,259",3.71,Maureen Johnson,"78,",1
4340,Red Adam's Lady,513,4.23,Grace Ingram,"78,",1
4341,"Worth The Fall (The Worth, #3)","1,988",4.01,Mara Jacobs,"78,",1
4342,Ransom My Heart,"8,104",3.74,Meg Cabot,"78,",1
4343,"Tie Me (One Night with Sole Regret, #5)","8,038",4.14,Olivia Cunning,"78,",1
4344,Il grano in erba,"3,945",3.42,Colette,"78,",1
4345,"No More Wasted Time (The Mathews Family, #1)","3,091",3.95,Beverly Preston,"78,",1
4346,"The Seduction of His Wife (Logger, #1)","2,375",4.04,Janet Chapman,"78,",1
4347,"The Guardian (The Return of the Highlanders, #1)","5,519",3.91,Margaret Mallory,"78,",1
4348,"Wine & Whiskey (Surviving Absolution, #1)",342,4.06,Nikki Belaire,"78,",1
4349,"The Kraken King  (Iron Seas, #4)","3,103",4.31,Meljean Brook,"78,",1
4350,The Dance,"1,184",4.20,Alison G. Bailey,"78,",1
4351,"Brief Encounter at the Picture House by the Sea (The Picture House by the Sea, #1)",504,4.15,Holly Hepburn,"78,",1
4352,"Forbidden Love (Needle's Kiss, #3)","1,251",3.58,Lola Stark,"78,",1
4353,My Heart and Other Black Holes,"62,934",3.96,Jasmine Warga,"78,",1
4354,He Loves Me...Knot,"1,874",4.04,R.C. Boldt,"78,",1
4355,Wilde Magic (Wilde Women #3),366,4.45,Suzanne Halliday,"78,",1
4356,Boss Woman,"1,552",4.24,Victoria Quinn,"78,",1
4357,Love Comes for the Bodyguard (Love Stories from Magnolia Grove #1),121,4.32,Savannah Adams,"78,",1
4358,"Like No Other Lover (Pennyroyal Green, #2)","6,232",3.87,Julie Anne Long,"78,",1
4359,"First Night - Der Vertrag (First, #1)",141,3.83,Clannon Miller,"78,",1
4360,Under the Golden Sun,"2,251",4.18,Jenny Ashcroft,"78,",1
4361,To Save a Sinner,"3,444",4.06,Adele Clee,"78,",1
4362,Bonjour tristesse,"74,090",3.74,Françoise Sagan,"78,",1
4363,"Wrong to Need You (Forbidden Hearts, #2)","3,924",3.88,Alisha Rai,"78,",1
4364,The Sleeping Beauty Proposal,"6,012",3.69,Sarah Strohmeyer,"78,",1
4365,"Neil (The Uncompromising Alphas, #2)","1,724",4.35,Sybil Bartel,"78,",1
4366,So This is Love,"20,224",4.06,Elizabeth Lim,"78,",1
4367,"The Silence of Medair (Medair, #1)","1,052",4.06,Andrea K. Höst,"78,",1
4368,Thin Ice,"1,140",3.74,Liana Laverentz,"77,",1
4369,"Apache Temptation (Coltons, #3)",115,4.11,Janis Reams Hudson,"77,",1
4370,"Don't Let Go (SEAL Team 12, #5)","2,116",4.11,Marliss Melton,"77,",1
4371,"Three Nights with a Scoundrel (Stud Club, #3)","8,535",3.86,Tessa Dare,"77,",2
4372,Rosebush,"4,130",3.71,Michele Jaffe,"77,",1
4373,"Good in Bed (Cannie Shapiro, #1)","315,435",3.76,Jennifer Weiner,"77,",2
4374,"The Dragon Who Loved Me (Dragon Kin, #5)","11,484",4.28,G.A. Aiken,"77,",2
4375,"A Bead of Blood (Wiccan-Were-Bear, #5)",890,4.15,R.E. Butler,"77,",1
4376,"Fresh Temptation (Barboza Brothers, #1)","4,358",3.59,Reeni Austin,"77,",1
4377,"Here and Then (Beyond the Threshold, #2)","1,159",4.02,Linda Lael Miller,"77,",1
4378,"Listed (Listed, #1-6)","2,035",4.04,Noelle  Adams,"77,",1
4379,"Tempt Me If You Can (Sinclair Brothers, #2)","1,334",4.14,Janet Chapman,"77,",1
4380,"Desecrating Solomon (Desecration, #1)",951,4.12,Lucian Bane,"77,",1
4381,"Willing Surrender (Willing Surrender, #1)",39,4.28,Carrie Hogle,"77,",1
4382,"Heart of Steel (Iron Seas, #2)","6,066",3.94,Meljean Brook,"77,",1
4383,"Lake in the Clouds (Wilderness, #3)","15,999",4.37,Sara Donati,"77,",1
4384,"Lucas (Preston Brothers, #1)","13,581",4.18,Jay McLean,"77,",1
4385,"Dating-ish (Knitting in the City, #6)","21,954",4.20,Penny Reid,"77,",1
4386,Frayed Silk,"5,227",3.77,Ella Fields,"77,",1
4387,"Where I Belong (Alabama Summer, #1)","29,507",3.94,J.  Daniels,"77,",2
4388,"Olympian Passion (Olympian Love, #1)",71,4.15,Andrya Bailey,"77,",1
4389,Paying the Debt (Innocence Claimed #3),"2,071",3.80,Madison Faye,"77,",1
4390,Desert Angel (Family Justice #2),711,4.51,Suzanne Halliday,"77,",1
4391,Boss Love,"1,835",4.35,Victoria Quinn,"77,",1
4392,Donut Disturb (Donut Disturb #1),509,3.50,Melissa  Williams,"77,",1
4393,Tausche Ehegatten gegen Mann im Kilt,18,4.17,Pia Guttenson,"77,",1
4394,Amalia Hillner (Samlade verk / C.J.L. Almqvist),26,3.31,Carl Jonas Love Almqvist,"77,",1
4395,"Rules for Engaging the Earl (The Widow Rules, #2)",978,3.93,Janna MacGregor,"77,",1
4396,"A Scoundrel of Her Own (Sinful Wallflowers, #3)","3,774",4.04,Stacy Reid,"77,",1
4397,The Fountainhead,"337,983",3.89,Ayn Rand,"77,",1
4398,"They Both Die at the End (They Both Die at the End, #1)","875,742",3.75,Adam Silvera,"77,",1
4399,"The Ever King (The Ever Seas, #1)","101,409",4.10,L.J. Andrews,"77,",1
4400,"Pack Darling: Part One (Pack Darling, #1)","20,407",4.20,Lola Rock,"77,",1
4401,"My Summer of Wes (Wes & Mal, #1)","2,680",3.93,Missy Welsh,"76,",1
4402,Happily Even After (The Second Time Around #1),"1,078",3.74,Lena Matthews,"76,",1
4403,"Hope's Folly (Dock Five Universe, #3)","1,477",3.98,Linnea Sinclair,"76,",2
4404,"The Girl of Fire and Thorns (Fire and Thorns, #1)","83,622",3.78,Rae Carson,"76,",1
4405,Claiming the Courtesan,"3,446",3.67,Anna Campbell,"76,",1
4406,"Secret Desires of a Gentleman (Girl Bachelors, #3)","3,424",3.84,Laura Lee Guhrke,"76,",1
4407,"Bo & Reika (The Wolf's Mate, #5)","1,723",4.20,R.E. Butler,"76,",1
4408,"Rush Me (New York Leopards, #1)","5,339",3.85,Allison Parr,"76,",1
4409,The Midwife,888,4.03,Gay Courter,"76,",1
4410,"Armando Returns (Barboza Brothers, #2)",836,4.19,Reeni Austin,"76,",1
4411,"Tonight And Always (Vampire, #4)",911,4.20,Linda Lael Miller,"76,",1
4412,Irons: Book One (Norfolk #1),608,4.21,M.J. Fields,"76,",1
4413,Loving Julia,"1,670",3.87,Karen Robards,"76,",1
4414,"Wide Awake (Wide Awake, #1)","5,983",3.95,Shelly Crane,"76,",1
4415,"The Man Must Marry (Sinclair Brothers, #1)","1,597",4.11,Janet Chapman,"76,",1
4416,"Overruled (The Legal Briefs, #1)","26,356",3.76,Emma Chase,"76,",2
4417,"A Lil' Less Broken (The Kingsmen MC, #1)","1,015",3.92,Tara Oakes,"76,",1
4418,"Sacked (Gridiron, #1)","17,354",3.98,Jen Frederick,"76,",1
4419,Too Many Husbands,48,3.90,Elise Title,"76,",1
4420,The Scrapyard Man  (Junkyard Boys #2),337,4.45,S.H. Richardson,"76,",1
4421,"Rees (Tales of the Shareem, #1)","2,913",3.75,Allyson James,"76,",1
4422,"Fire Along the Sky (Wilderness, #4)","14,645",4.34,Sara Donati,"76,",1
4423,"Shadow's Edge (Night Prowler, #1)","7,958",3.85,J.T. Geissinger,"76,",1
4424,My Life with the Walter Boys (My Life with the Walter Boys #1),"93,344",3.76,Ali Novak,"76,",1
4425,Cupid in Heels,181,4.48,Suzanne Halliday,"76,",1
4426,"Nightchaser (Endeavor, #1)","5,404",3.81,Amanda Bouchet,"76,",1
4427,Seeing Colour,26,4.15,Amber Faucher,"76,",1
4428,Confessions: Das Geständnis einer fast anständigen Frau,3,4.33,Johanna Marthens,"76,",1
4429,The Importance of Being Earnest,"407,184",4.17,Oscar Wilde,"76,",1
4430,"A Daring Pursuit (Ruthless Rivals, #2)","2,777",4.05,Kate Bateman,"76,",1
4431,"Hurts to Love You (Forbidden Hearts, #3)","3,139",3.84,Alisha Rai,"76,",1
4432,"The Boyfriend Sessions (City Love, #1)",867,3.89,Belinda  Williams,"76,",1
4433,Bought and Paid For,"2,895",3.64,Jordan Marie,"76,",1
